Time,Frequency,Amplitude,ADC,Level
[2025-08-07 18:14:36.839],5334.5,1.1503,1791, 1.443V
[2025-08-07 18:14:36.839],5566.4,0.6324,2308, 1.860V
[2025-08-07 18:14:36.839],5798.3,0.1622,1820, 1.467V
[2025-08-07 18:14:36.852],6030.3,0.4991,2207, 1.779V
[2025-08-07 18:14:36.852],6262.2,0.7571,1975, 1.592V
[2025-08-07 18:14:36.852],6494.1,1.1824,2004, 1.615V
[2025-08-07 18:14:36.852],6726.1,0.678,2176, 1.754V
[2025-08-07 18:14:36.852],6958,0.432,1815, 1.463V
[2025-08-07 18:14:36.852],7189.9,1.3991,2294, 1.849V
[2025-08-07 18:14:36.852],7421.9,1.0275,1799, 1.450V
[2025-08-07 18:14:36.852],7653.8,0.7206,2231, 1.798V
[2025-08-07 18:14:36.852],7885.7,0.9945,1943, 1.566V
[2025-08-07 18:14:36.852],8117.7,1.1481,2007, 1.617V
[2025-08-07 18:14:36.852],8349.6,1.2602,2167, 1.746V
[2025-08-07 18:14:36.853],8581.5,0.4824,1783, 1.437V
[2025-08-07 18:14:36.854],8813.5,0.4111,2352, 1.895V
[2025-08-07 18:14:36.854],9045.4,0.8448,1735, 1.398V
[2025-08-07 18:14:36.854],9277.3,0.6756,2295, 1.849V
[2025-08-07 18:14:36.854],9509.3,1.0616,1871, 1.508V
[2025-08-07 18:14:36.854],9741.2,1.4334,2103, 1.695V
[2025-08-07 18:14:36.869],9973.1,1.2111,2103, 1.695V
[2025-08-07 18:14:36.869],10205.1,1.2469,1831, 1.476V
[2025-08-07 18:14:36.869],10437,1.4448,2327, 1.875V
[2025-08-07 18:14:36.869],10668.9,2.103,1712, 1.380V
[2025-08-07 18:14:36.869],10900.9,3.1301,2390, 1.926V
[2025-08-07 18:14:36.869],11132.8,0.3439,1767, 1.424V
[2025-08-07 18:14:36.869],11364.7,5.118,2228, 1.795V
[2025-08-07 18:14:36.869],11596.7,3.033,1958, 1.578V
[2025-08-07 18:14:36.869],11828.6,2.2306,1988, 1.602V
[2025-08-07 18:14:36.869],12060.5,3.3049,2206, 1.778V
[2025-08-07 18:14:36.869],12292.5,1.7389,1751, 1.411V
[2025-08-07 18:14:36.869],12524.4,2.0999,2375, 1.914V
[2025-08-07 18:14:36.869],12756.3,1.7038,1719, 1.385V
[2025-08-07 18:14:36.869],12988.3,1.0891,2343, 1.888V
[2025-08-07 18:14:36.869],13220.2,0.8045,1855, 1.495V
[2025-08-07 18:14:36.869],13452.1,0.341,2116, 1.705V
[2025-08-07 18:14:36.869],13684.1,0.2564,2087, 1.682V
[2025-08-07 18:14:36.884],13916,0.653,1847, 1.488V
[2025-08-07 18:14:36.884],14147.9,0.4248,2324, 1.873V
[2025-08-07 18:14:36.884],14379.9,0.2725,1713, 1.380V
[2025-08-07 18:14:36.884],14611.8,0.3957,2374, 1.913V
[2025-08-07 18:14:36.884],14843.8,0.7359,1767, 1.424V
[2025-08-07 18:14:36.884],15075.7,1.074,2231, 1.798V
[2025-08-07 18:14:36.884],15307.6,0.3876,1959, 1.579V
[2025-08-07 18:14:36.884],15539.6,1.0217,1959, 1.579V
[2025-08-07 18:14:36.884],15771.5,1.0553,2208, 1.779V
[2025-08-07 18:14:36.884],16003.4,0.6707,1744, 1.405V
[2025-08-07 18:14:36.884],16235.4,0.4241,2375, 1.914V
[2025-08-07 18:14:36.885],16467.3,0.5139,1719, 1.385V
[2025-08-07 18:14:36.885],16699.2,0.6956,2343, 1.888V
[2025-08-07 18:14:36.885],16931.2,0.3202,1831, 1.476V
[2025-08-07 18:14:36.885],17163.1,1.1495,2135, 1.721V
[2025-08-07 18:14:36.885],17395,0.4398,2064, 1.663V
[2025-08-07 18:14:36.885],17627,0.2283,1884, 1.518V
[2025-08-07 18:14:36.900],17858.9,1.4012,2255, 1.817V
[2025-08-07 18:14:36.900],18090.8,1.0875,1751, 1.411V
[2025-08-07 18:14:36.900],18322.8,0.5807,2340, 1.886V
[2025-08-07 18:14:36.900],18554.7,0.5019,1799, 1.450V
[2025-08-07 18:14:36.900],18786.6,0.9672,2224, 1.792V
[2025-08-07 18:14:36.900],19018.6,0.6479,1942, 1.565V
[2025-08-07 18:14:36.900],19250.5,0.3123,2022, 1.629V
[2025-08-07 18:14:36.900],19482.4,0.1664,2148, 1.731V
[2025-08-07 18:14:36.900],19714.4,0.2939,1831, 1.476V
[2025-08-07 18:14:36.900],19946.3,0.7516,2278, 1.836V
[2025-08-07 18:14:36.900],20178.2,0.3204,1796, 1.447V
[2025-08-07 18:14:36.901],20410.2,1.2106,2256, 1.818V
[2025-08-07 18:14:36.901],20642.1,0.2229,1895, 1.527V
[2025-08-07 18:14:36.901],20874,0.4842,2096, 1.689V
[2025-08-07 18:14:36.901],21106,0.4015,2055, 1.656V
[2025-08-07 18:14:36.901],21337.9,1.1178,1895, 1.527V
[2025-08-07 18:14:36.901],21569.8,0.3998,2256, 1.818V
[2025-08-07 18:14:36.914],21801.8,0.5438,1776, 1.431V
[2025-08-07 18:14:36.914],22033.7,0.4512,2324, 1.873V
[2025-08-07 18:14:36.914],22265.6,0.5099,1799, 1.450V
[2025-08-07 18:14:36.914],22497.6,0.0272,2206, 1.778V
[2025-08-07 18:14:36.914],22729.5,0.3522,1975, 1.592V
[2025-08-07 18:14:36.914],22961.4,0.5141,2004, 1.615V
[2025-08-07 18:14:36.914],23193.4,0.6746,2160, 1.741V
[2025-08-07 18:14:36.914],23425.3,0.7572,1831, 1.476V
[2025-08-07 18:14:36.914],23657.2,0.5552,2292, 1.847V
[2025-08-07 18:14:36.914],23889.2,0.7558,1783, 1.437V
[2025-08-07 18:14:36.914],24121.1,0.633,2278, 1.836V
[2025-08-07 18:14:36.914],24353,0.2867,1872, 1.509V
[2025-08-07 18:14:36.914],24585,0.517,2119, 1.708V
[2025-08-07 18:14:36.914],24816.9,0.7981,2055, 1.656V
[2025-08-07 18:14:36.914],25048.8,0.0635,1935, 1.559V
[2025-08-07 18:14:36.914],25280.8,0.5031,2230, 1.797V
[2025-08-07 18:14:36.914],25512.7,0.6043,1815, 1.463V
[2025-08-07 18:14:36.929],25744.6,0.2035,2276, 1.834V
[2025-08-07 18:14:36.929],25976.6,0.9894,1876, 1.512V
[2025-08-07 18:14:36.929],26208.5,0.1461,2127, 1.714V
[2025-08-07 18:14:36.929],26440.4,0.9578,2047, 1.650V
[2025-08-07 18:14:36.929],26672.4,0.7853,1924, 1.550V
[2025-08-07 18:14:36.929],26904.3,0.3928,2263, 1.824V
[2025-08-07 18:14:36.929],27136.2,0.9649,1788, 1.441V
[2025-08-07 18:14:36.929],27368.2,0.9003,2311, 1.862V
[2025-08-07 18:14:36.929],27600.1,0.8239,1840, 1.483V
[2025-08-07 18:14:36.929],27832,0.5331,2167, 1.746V
[2025-08-07 18:14:36.929],28064,0.4887,2007, 1.617V
[2025-08-07 18:14:36.929],28295.9,0.649,1942, 1.565V
[2025-08-07 18:14:36.930],28527.8,0.3893,2230, 1.797V
[2025-08-07 18:14:36.930],28759.8,0.4536,1767, 1.424V
[2025-08-07 18:14:36.930],28991.7,0.5819,2342, 1.887V
[2025-08-07 18:14:36.930],29223.6,1.035,1776, 1.431V
[2025-08-07 18:14:36.930],29455.6,0.4956,2272, 1.831V
[2025-08-07 18:14:36.944],29687.5,0.234,1908, 1.538V
[2025-08-07 18:14:36.944],29919.4,0.4738,2063, 1.662V
[2025-08-07 18:14:36.944],30151.4,0.5039,2118, 1.707V
[2025-08-07 18:14:36.944],30383.3,0.5284,1854, 1.494V
[2025-08-07 18:14:36.944],30615.2,0.1401,2303, 1.856V
[2025-08-07 18:14:36.944],30847.2,0.7692,1744, 1.405V
[2025-08-07 18:14:36.944],31079.1,0.7306,2327, 1.875V
[2025-08-07 18:14:36.944],31311,0.4993,1823, 1.469V
[2025-08-07 18:14:36.944],31543,0.3266,2167, 1.746V
[2025-08-07 18:14:36.944],31774.9,0.1079,2020, 1.628V
[2025-08-07 18:14:36.944],32006.8,0.8697,1935, 1.559V
[2025-08-07 18:14:36.945],32238.8,0.1213,2247, 1.811V
[2025-08-07 18:14:36.945],32470.7,0.5341,1780, 1.434V
[2025-08-07 18:14:36.945],32702.6,0.4657,2342, 1.887V
[2025-08-07 18:14:36.945],32934.6,0.3455,1780, 1.434V
[2025-08-07 18:14:36.945],33166.5,0.6794,2244, 1.808V
[2025-08-07 18:14:36.945],33398.4,0.5048,1943, 1.566V
[2025-08-07 18:14:36.959],33630.4,1.2386,2023, 1.630V
[2025-08-07 18:14:36.959],33862.3,0.5596,2151, 1.733V
[2025-08-07 18:14:36.959],34094.2,0.6465,1814, 1.462V
[2025-08-07 18:14:36.959],34326.2,0.8761,2311, 1.862V
[2025-08-07 18:14:36.959],34558.1,0.4744,1751, 1.411V
[2025-08-07 18:14:36.959],34790,0.5542,2324, 1.873V
[2025-08-07 18:14:36.959],35022,0.6834,1831, 1.476V
[2025-08-07 18:14:36.959],35253.9,0.5533,2167, 1.746V
[2025-08-07 18:14:36.959],35485.8,0.1273,2022, 1.629V
[2025-08-07 18:14:36.959],35717.8,0.5819,1943, 1.566V
[2025-08-07 18:14:36.959],35949.7,0.6756,2212, 1.783V
[2025-08-07 18:14:36.961],36181.6,0.7847,1776, 1.431V
[2025-08-07 18:14:36.961],36413.6,0.8569,2326, 1.874V
[2025-08-07 18:14:36.961],36645.5,0.506,1780, 1.434V
[2025-08-07 18:14:36.961],36877.4,0.5547,2263, 1.824V
[2025-08-07 18:14:36.961],37109.4,0.4718,1908, 1.538V
[2025-08-07 18:14:36.961],37341.3,0.6685,2079, 1.675V
[2025-08-07 18:14:36.973],37573.2,0.6018,2086, 1.681V
[2025-08-07 18:14:36.973],37805.2,0.594,1895, 1.527V
[2025-08-07 18:14:36.973],38037.1,0.2229,2231, 1.798V
[2025-08-07 18:14:36.973],38269,0.6394,1824, 1.470V
[2025-08-07 18:14:36.973],38501,0.6521,2244, 1.808V
[2025-08-07 18:14:36.973],38732.9,0.3606,1872, 1.509V
[2025-08-07 18:14:36.973],38964.8,0.8692,2151, 1.733V
[2025-08-07 18:14:36.973],39196.8,0.5716,2007, 1.617V
[2025-08-07 18:14:36.973],39428.7,0.5896,1991, 1.604V
[2025-08-07 18:14:36.973],39660.6,0.4078,2143, 1.727V
[2025-08-07 18:14:36.973],39892.6,0.1314,1879, 1.514V
[2025-08-07 18:14:36.976],40124.5,0.3333,2231, 1.798V
[2025-08-07 18:14:36.976],40356.4,0.1923,1841, 1.484V
[2025-08-07 18:14:36.976],40588.4,0.4701,2212, 1.783V
[2025-08-07 18:14:36.976],40820.3,0.5581,1927, 1.553V
[2025-08-07 18:14:36.976],41052.2,0.1894,2084, 1.679V
[2025-08-07 18:14:36.976],41284.2,0.5718,2071, 1.669V
[2025-08-07 18:14:36.989],41516.1,0.1178,1905, 1.535V
[2025-08-07 18:14:36.989],41748,0.3279,2231, 1.798V
[2025-08-07 18:14:36.989],41980,0.2915,1808, 1.457V
[2025-08-07 18:14:36.989],42211.9,0.4563,2279, 1.837V
[2025-08-07 18:14:36.989],42443.8,0.1188,1831, 1.476V
[2025-08-07 18:14:36.989],42675.8,0.7662,2183, 1.759V
[2025-08-07 18:14:36.989],42907.7,0.3398,1975, 1.592V
[2025-08-07 18:14:36.989],43139.6,0.7341,2023, 1.630V
[2025-08-07 18:14:36.989],43371.6,0.336,2144, 1.728V
[2025-08-07 18:14:36.989],43603.5,0.409,1878, 1.513V
[2025-08-07 18:14:36.989],43835.4,0.6218,2260, 1.821V
[2025-08-07 18:14:36.990],44067.4,0.3228,1831, 1.476V
[2025-08-07 18:14:36.991],44299.3,0.3399,2247, 1.811V
[2025-08-07 18:14:36.991],44531.2,0.3839,1908, 1.538V
[2025-08-07 18:14:36.991],44763.2,0.3917,2118, 1.707V
[2025-08-07 18:14:36.991],44995.1,0.7918,2039, 1.643V
[2025-08-07 18:14:36.991],45227.1,1.0798,1952, 1.573V
[2025-08-07 18:14:37.004],45459,1.0043,2183, 1.759V
[2025-08-07 18:14:37.004],45690.9,0.0715,1871, 1.508V
[2025-08-07 18:14:37.004],45922.9,0.4778,2215, 1.785V
[2025-08-07 18:14:37.004],46154.8,0.0682,1903, 1.534V
[2025-08-07 18:14:37.004],46386.7,0.5806,2128, 1.715V
[2025-08-07 18:14:37.004],46618.7,0.3883,2032, 1.638V
[2025-08-07 18:14:37.004],46850.6,0.5659,1975, 1.592V
[2025-08-07 18:14:37.004],47082.5,0.4588,2166, 1.745V
[2025-08-07 18:14:37.004],47314.5,0.0917,1908, 1.538V
[2025-08-07 18:14:37.004],47546.4,0.3971,2164, 1.744V
[2025-08-07 18:14:37.004],47778.3,0.8631,1943, 1.566V
[2025-08-07 18:14:37.004],48010.3,0.324,2087, 1.682V
[2025-08-07 18:14:37.004],48242.2,0.5872,2039, 1.643V
[2025-08-07 18:14:37.004],48474.1,0.5039,1984, 1.599V
[2025-08-07 18:14:37.004],48706.1,0.9442,2110, 1.700V
[2025-08-07 18:14:37.004],48938,0.4535,1924, 1.550V
[2025-08-07 18:14:37.004],49169.9,0.3585,2144, 1.728V
[2025-08-07 18:14:37.019],49401.9,0.2556,1943, 1.566V
[2025-08-07 18:14:37.019],49633.8,0.6961,2100, 1.692V
[2025-08-07 18:14:37.019],49865.7,0.5627,2016, 1.625V
[2025-08-07 18:14:37.019],50097.7,0.2062,2016, 1.625V
[2025-08-07 18:14:37.019],50329.6,0.5777,2096, 1.689V
[2025-08-07 18:14:37.019],50561.5,0.3517,1956, 1.576V
[2025-08-07 18:14:37.019],50793.5,0.6235,2135, 1.721V
[2025-08-07 18:14:37.019],51025.4,0.399,1936, 1.560V
[2025-08-07 18:14:37.019],51257.3,0.2301,2102, 1.694V
[2025-08-07 18:14:37.019],51489.3,0.9366,2007, 1.617V
[2025-08-07 18:14:37.019],51721.2,0.114,2023, 1.630V
[2025-08-07 18:14:37.021],51953.1,0.7216,2080, 1.676V
[2025-08-07 18:14:37.021],52185.1,0.6913,1959, 1.579V
[2025-08-07 18:14:37.021],52417,0.5125,2134, 1.720V
[2025-08-07 18:14:37.021],52648.9,0.745,1951, 1.572V
[2025-08-07 18:14:37.021],52880.9,0.3434,2103, 1.695V
[2025-08-07 18:14:37.021],53112.8,0.3678,1999, 1.611V
[2025-08-07 18:14:37.034],53344.7,0.5022,2023, 1.630V
[2025-08-07 18:14:37.034],53576.7,0.0857,2086, 1.681V
[2025-08-07 18:14:37.034],53808.6,0.3776,1956, 1.576V
[2025-08-07 18:14:37.034],54040.5,0.6807,2148, 1.731V
[2025-08-07 18:14:37.034],54272.5,0.503,1911, 1.540V
[2025-08-07 18:14:37.034],54504.4,0.1985,2144, 1.728V
[2025-08-07 18:14:37.034],54736.3,0.3116,1959, 1.579V
[2025-08-07 18:14:37.034],54968.3,0.7349,2064, 1.663V
[2025-08-07 18:14:37.034],55200.2,0.3597,2047, 1.650V
[2025-08-07 18:14:37.034],55432.1,0.5436,1984, 1.599V
[2025-08-07 18:14:37.034],55664.1,0.2525,2119, 1.708V
[2025-08-07 18:14:37.036],55896,0.5329,1924, 1.550V
[2025-08-07 18:14:37.036],56127.9,0.3274,2160, 1.741V
[2025-08-07 18:14:37.036],56359.9,0.3224,1919, 1.546V
[2025-08-07 18:14:37.036],56591.8,0.1923,2144, 1.728V
[2025-08-07 18:14:37.036],56823.7,0.7368,1975, 1.592V
[2025-08-07 18:14:37.036],57055.7,0.3929,2068, 1.667V
[2025-08-07 18:14:37.050],57287.6,0.8124,2039, 1.643V
[2025-08-07 18:14:37.050],57519.5,0.6168,2004, 1.615V
[2025-08-07 18:14:37.050],57751.5,0.643,2103, 1.695V
[2025-08-07 18:14:37.051],57983.4,0.1479,1959, 1.579V
[2025-08-07 18:14:37.051],58215.3,0.4001,2134, 1.720V
[2025-08-07 18:14:37.051],58447.3,0.205,1940, 1.563V
[2025-08-07 18:14:37.051],58679.2,0.0772,2119, 1.708V
[2025-08-07 18:14:37.051],58911.1,0.3296,1968, 1.586V
[2025-08-07 18:14:37.051],59143.1,0.5265,2068, 1.667V
[2025-08-07 18:14:37.051],59375,0.1509,2039, 1.643V
[2025-08-07 18:14:37.051],59606.9,0.8059,1975, 1.592V
[2025-08-07 18:14:37.052],59838.9,0.6606,2119, 1.708V
[2025-08-07 18:14:37.052],60070.8,0.3989,1920, 1.547V
[2025-08-07 18:14:37.052],60302.7,0.486,2167, 1.746V
[2025-08-07 18:14:37.052],60534.7,0.5405,1924, 1.550V
[2025-08-07 18:14:37.052],60766.6,0.6972,2119, 1.708V
[2025-08-07 18:14:37.052],60998.5,0.5388,2020, 1.628V
[2025-08-07 18:14:37.067],61230.5,0.0388,1991, 1.604V
[2025-08-07 18:14:37.067],61462.4,0.6071,2148, 1.731V
[2025-08-07 18:14:37.067],61694.3,0.0497,1879, 1.514V
[2025-08-07 18:14:37.067],61926.3,0.669,2240, 1.805V
[2025-08-07 18:14:37.067],62158.2,0.4367,1855, 1.495V
[2025-08-07 18:14:37.067],62390.1,0.5956,2207, 1.779V
[2025-08-07 18:14:37.067],62622.1,0.2471,1924, 1.550V
[2025-08-07 18:14:37.067],62854,0.3831,2071, 1.669V
[2025-08-07 18:14:37.067],63085.9,0.9936,2096, 1.689V
[2025-08-07 18:14:37.067],63317.9,0.573,1919, 1.546V
[2025-08-07 18:14:37.067],63549.8,0.305,2231, 1.798V
[2025-08-07 18:14:37.067],63781.7,0.9496,1815, 1.463V
[2025-08-07 18:14:37.067],64013.7,0.3766,2272, 1.831V
[2025-08-07 18:14:37.067],64245.6,0.5869,1855, 1.495V
[2025-08-07 18:14:37.067],64477.5,0.3742,2175, 1.753V
[2025-08-07 18:14:37.067],64709.5,0.2448,1991, 1.604V
[2025-08-07 18:14:37.067],64941.4,0.5538,2020, 1.628V
[2025-08-07 18:14:37.082],65173.3,0.2607,2119, 1.708V
[2025-08-07 18:14:37.082],65405.3,0.3891,1908, 1.538V
[2025-08-07 18:14:37.082],65637.2,0.1147,2198, 1.771V
[2025-08-07 18:14:37.082],65869.1,0.3028,1895, 1.527V
[2025-08-07 18:14:37.082],66101.1,0.0166,2160, 1.741V
[2025-08-07 18:14:37.082],66333,0.2128,1972, 1.589V
[2025-08-07 18:14:37.082],66564.9,0.625,2063, 1.662V
[2025-08-07 18:14:37.082],66796.9,0.3733,2055, 1.656V
[2025-08-07 18:14:37.082],67028.8,0.045,1991, 1.604V
[2025-08-07 18:14:37.082],67260.7,0.3343,2096, 1.689V
[2025-08-07 18:14:37.082],67492.7,0.8584,1984, 1.599V
[2025-08-07 18:14:37.083],67724.6,0.405,2087, 1.682V
[2025-08-07 18:14:37.083],67956.5,0.8278,2000, 1.612V
[2025-08-07 18:14:37.083],68188.5,0.9636,2068, 1.667V
[2025-08-07 18:14:37.083],68420.4,0.2182,2036, 1.641V
[2025-08-07 18:14:37.083],68652.3,0.5833,2038, 1.642V
[2025-08-07 18:14:37.083],68884.3,0.2323,2063, 1.662V
[2025-08-07 18:14:37.096],69116.2,0.9399,2016, 1.625V
[2025-08-07 18:14:37.096],69348.1,0.7012,2086, 1.681V
[2025-08-07 18:14:37.096],69580.1,0.3925,2007, 1.617V
[2025-08-07 18:14:37.096],69812,0.4571,2068, 1.667V
[2025-08-07 18:14:37.096],70043.9,0.5999,2023, 1.630V
[2025-08-07 18:14:37.096],70275.9,0.6742,2039, 1.643V
[2025-08-07 18:14:37.096],70507.8,0.1196,2047, 1.650V
[2025-08-07 18:14:37.096],70739.8,0.3909,2020, 1.628V
[2025-08-07 18:14:37.096],70971.7,0.8542,2047, 1.650V
[2025-08-07 18:14:37.096],71203.6,0.0745,2023, 1.630V
[2025-08-07 18:14:37.096],71435.5,0.4959,2039, 1.643V
[2025-08-07 18:14:37.097],71667.5,1.044,2039, 1.643V
[2025-08-07 18:14:37.097],71899.4,0.4307,2023, 1.630V
[2025-08-07 18:14:37.097],72131.3,0.5381,2023, 1.630V
[2025-08-07 18:14:37.097],72363.3,0.5035,2038, 1.642V
[2025-08-07 18:14:37.097],72595.2,0.2608,2001, 1.613V
[2025-08-07 18:14:37.097],72827.1,0.2037,2071, 1.669V
[2025-08-07 18:14:37.112],73059.1,1.1365,1999, 1.611V
[2025-08-07 18:14:37.112],73291,0.9561,2071, 1.669V
[2025-08-07 18:14:37.112],73523,0.1409,1991, 1.604V
[2025-08-07 18:14:37.112],73754.9,0.1814,2071, 1.669V
[2025-08-07 18:14:37.112],73986.8,0.8547,1991, 1.604V
[2025-08-07 18:14:37.112],74218.8,0.3539,2039, 1.643V
[2025-08-07 18:14:37.112],74450.7,0.7959,2032, 1.638V
[2025-08-07 18:14:37.112],74682.6,1.1469,2020, 1.628V
[2025-08-07 18:14:37.112],74914.5,0.5637,2047, 1.650V
[2025-08-07 18:14:37.112],75146.5,0.6666,2006, 1.617V
[2025-08-07 18:14:37.112],75378.4,0.5357,2064, 1.663V
[2025-08-07 18:14:37.112],75610.4,0.8334,1988, 1.602V
[2025-08-07 18:14:37.112],75842.3,0.8834,2097, 1.690V
[2025-08-07 18:14:37.112],76074.2,0.1812,1990, 1.604V
[2025-08-07 18:14:37.112],76306.2,0.8872,2080, 1.676V
[2025-08-07 18:14:37.112],76538.1,0.0604,2004, 1.615V
[2025-08-07 18:14:37.112],76770,0.2593,2068, 1.667V
[2025-08-07 18:14:37.128],77002,0.7959,2023, 1.630V
[2025-08-07 18:14:37.128],77233.9,0.7753,2023, 1.630V
[2025-08-07 18:14:37.128],77465.8,0.5162,2055, 1.656V
[2025-08-07 18:14:37.128],77697.8,0.9876,1974, 1.591V
[2025-08-07 18:14:37.128],77929.7,0.2105,2110, 1.700V
[2025-08-07 18:14:37.128],78161.6,0.8011,1951, 1.572V
[2025-08-07 18:14:37.128],78393.6,0.6514,2119, 1.708V
[2025-08-07 18:14:37.128],78625.5,0.4983,1975, 1.592V
[2025-08-07 18:14:37.128],78857.4,0.6301,2068, 1.667V
[2025-08-07 18:14:37.128],79089.4,0.1934,2084, 1.679V
[2025-08-07 18:14:37.128],79321.3,0.4396,1959, 1.579V
[2025-08-07 18:14:37.128],79553.2,0.4431,2161, 1.741V
[2025-08-07 18:14:37.128],79785.2,0.4588,1911, 1.540V
[2025-08-07 18:14:37.128],80017.1,0.6124,2167, 1.746V
[2025-08-07 18:14:37.128],80249,0.1347,1958, 1.578V
[2025-08-07 18:14:37.128],80481,0.7335,2080, 1.676V
[2025-08-07 18:14:37.128],80712.9,0.3537,2047, 1.650V
[2025-08-07 18:14:37.142],80944.8,0.1786,1943, 1.566V
[2025-08-07 18:14:37.142],81176.8,0.4854,2199, 1.772V
[2025-08-07 18:14:37.142],81408.7,0.4206,1847, 1.488V
[2025-08-07 18:14:37.142],81640.6,0.8551,2231, 1.798V
[2025-08-07 18:14:37.142],81872.6,1.1225,1876, 1.512V
[2025-08-07 18:14:37.142],82104.5,0.441,2160, 1.741V
[2025-08-07 18:14:37.142],82336.4,0.6101,1991, 1.604V
[2025-08-07 18:14:37.142],82568.4,1.138,1999, 1.611V
[2025-08-07 18:14:37.142],82800.3,0.3401,2150, 1.733V
[2025-08-07 18:14:37.142],83032.2,0.7793,1831, 1.476V
[2025-08-07 18:14:37.142],83264.2,0.6508,2260, 1.821V
[2025-08-07 18:14:37.143],83496.1,0.6863,1814, 1.462V
[2025-08-07 18:14:37.143],83728,1.3687,2215, 1.785V
[2025-08-07 18:14:37.143],83960,0.5019,1911, 1.540V
[2025-08-07 18:14:37.143],84191.9,0.6725,2087, 1.682V
[2025-08-07 18:14:37.143],84423.8,1.7368,2047, 1.650V
[2025-08-07 18:14:37.143],84655.8,0.3834,1951, 1.572V
[2025-08-07 18:14:37.158],84887.7,0.8798,2160, 1.741V
[2025-08-07 18:14:37.158],85119.6,0.6117,1878, 1.513V
[2025-08-07 18:14:37.158],85351.6,1.1607,2192, 1.766V
[2025-08-07 18:14:37.158],85583.5,1.1928,1911, 1.540V
[2025-08-07 18:14:37.158],85815.4,0.5776,2135, 1.721V
[2025-08-07 18:14:37.158],86047.4,0.8141,1988, 1.602V
[2025-08-07 18:14:37.158],86279.3,0.4422,2068, 1.667V
[2025-08-07 18:14:37.158],86511.2,0.8194,2064, 1.663V
[2025-08-07 18:14:37.158],86743.2,0.9477,1999, 1.611V
[2025-08-07 18:14:37.158],86975.1,0.0906,2096, 1.689V
[2025-08-07 18:14:37.158],87207,0.3375,1972, 1.589V
[2025-08-07 18:14:37.158],87439,1.0497,2132, 1.718V
[2025-08-07 18:14:37.159],87670.9,0.5534,1943, 1.566V
[2025-08-07 18:14:37.159],87902.8,0.6702,2103, 1.695V
[2025-08-07 18:14:37.159],88134.8,0.7677,1975, 1.592V
[2025-08-07 18:14:37.159],88366.7,1.0668,2039, 1.643V
[2025-08-07 18:14:37.159],88598.6,0.1118,2047, 1.650V
[2025-08-07 18:14:37.173],88830.6,0.4094,1991, 1.604V
[2025-08-07 18:14:37.173],89062.5,1.112,2100, 1.692V
[2025-08-07 18:14:37.173],89294.4,0.3731,1958, 1.578V
[2025-08-07 18:14:37.173],89526.4,0.6972,2103, 1.695V
[2025-08-07 18:14:37.173],89758.3,1.1059,1984, 1.599V
[2025-08-07 18:14:37.173],89990.2,0.5074,2071, 1.669V
[2025-08-07 18:14:37.173],90222.2,0.44,1999, 1.611V
[2025-08-07 18:14:37.173],90454.1,1.279,2038, 1.642V
[2025-08-07 18:14:37.173],90686,0.6472,2038, 1.642V
[2025-08-07 18:14:37.173],90918,0.6214,2007, 1.617V
[2025-08-07 18:14:37.173],91149.9,1.1137,2084, 1.679V
[2025-08-07 18:14:37.174],91381.8,0.1919,1983, 1.598V
[2025-08-07 18:14:37.174],91613.8,0.8564,2100, 1.692V
[2025-08-07 18:14:37.174],91845.7,0.8007,1984, 1.599V
[2025-08-07 18:14:37.174],92077.6,0.5796,2103, 1.695V
[2025-08-07 18:14:37.174],92309.6,0.8281,1968, 1.586V
[2025-08-07 18:14:37.174],92541.5,0.8453,2087, 1.682V
[2025-08-07 18:14:37.188],92773.4,0.3688,2004, 1.615V
[2025-08-07 18:14:37.188],93005.4,0.1756,2039, 1.643V
[2025-08-07 18:14:37.188],93237.3,0.9654,2047, 1.650V
[2025-08-07 18:14:37.188],93469.2,0.1927,2000, 1.612V
[2025-08-07 18:14:37.188],93701.2,0.2275,2080, 1.676V
[2025-08-07 18:14:37.188],93933.1,0.7184,2004, 1.615V
[2025-08-07 18:14:37.188],94165,0.483,2071, 1.669V
[2025-08-07 18:14:37.188],94397,0.1624,2016, 1.625V
[2025-08-07 18:14:37.188],94628.9,0.6583,2047, 1.650V
[2025-08-07 18:14:37.188],94860.8,0.3148,2023, 1.630V
[2025-08-07 18:14:37.188],95092.8,0.6642,2047, 1.650V
[2025-08-07 18:14:37.189],95324.7,0.7264,2032, 1.638V
[2025-08-07 18:14:37.189],95556.6,1.417,2047, 1.650V
[2025-08-07 18:14:37.189],95788.6,1.0929,2007, 1.617V
[2025-08-07 18:14:37.189],96020.5,0.5856,2047, 1.650V
[2025-08-07 18:14:37.189],96252.4,1.4993,2020, 1.628V
[2025-08-07 18:14:37.189],96484.4,1.1507,2039, 1.643V
[2025-08-07 18:14:37.204],96716.3,0.5098,2047, 1.650V
[2025-08-07 18:14:37.204],96948.2,2.4328,1999, 1.611V
[2025-08-07 18:14:37.204],97180.2,1.211,2103, 1.695V
[2025-08-07 18:14:37.204],97412.1,1.052,1975, 1.592V
[2025-08-07 18:14:37.204],97644,3.0494,2103, 1.695V
[2025-08-07 18:14:37.204],97876,1.1474,1991, 1.604V
[2025-08-07 18:14:37.204],98107.9,1.6318,2047, 1.650V
[2025-08-07 18:14:37.204],98339.8,1.9303,2084, 1.679V
[2025-08-07 18:14:37.204],98571.8,1.4772,1943, 1.566V
