Time,Frequency,Amplitude,ADC,Level
[2025-08-07 18:14:55.812],118981.9,2.6792,2431, 1.959V
[2025-08-07 18:14:55.815],119213.9,3.6691,1687, 1.359V
[2025-08-07 18:14:55.817],119445.8,2.8591,2406, 1.939V
[2025-08-07 18:14:55.820],119677.7,5.9181,1812, 1.460V
[2025-08-07 18:14:55.823],119909.7,6.6611,2132, 1.718V
[2025-08-07 18:14:55.827],120141.6,4.5059,2087, 1.682V
[2025-08-07 18:14:55.829],120373.5,5.9994,1807, 1.456V
[2025-08-07 18:14:55.832],120605.5,2.1447,2375, 1.914V
[2025-08-07 18:14:55.835],120837.4,3.6949,1671, 1.347V
[2025-08-07 18:14:55.838],121069.3,9.6277,2439, 1.965V
[2025-08-07 18:14:55.840],121301.3,3.1397,1767, 1.424V
[2025-08-07 18:14:55.843],121533.2,6.3647,2199, 1.772V
[2025-08-07 18:14:55.846],121765.1,6.5131,2047, 1.650V
[2025-08-07 18:14:55.849],121997.1,0.2171,1831, 1.476V
[2025-08-07 18:14:55.853],122229,7.3354,2359, 1.901V
[2025-08-07 18:14:55.855],122460.9,2.3971,1669, 1.345V
[2025-08-07 18:14:55.858],122692.9,5.9112,2484, 2.002V
[2025-08-07 18:14:55.860],122924.8,9.8757,1732, 1.396V
[2025-08-07 18:14:55.863],123156.7,4.6678,2263, 1.824V
[2025-08-07 18:14:55.866],123388.7,5.2812,1984, 1.599V
[2025-08-07 18:14:55.869],123620.6,6.2243,1905, 1.535V
[2025-08-07 18:14:55.873],123852.5,2.4178,2303, 1.856V
[2025-08-07 18:14:55.876],124084.5,3.1027,1655, 1.334V
[2025-08-07 18:14:55.878],124316.4,3.2971,2503, 2.017V
[2025-08-07 18:14:55.881],124548.3,2.4068,1687, 1.359V
[2025-08-07 18:14:55.883],124780.3,3.3685,2407, 1.940V
[2025-08-07 18:14:55.886],125012.2,2.2424,1831, 1.476V
[2025-08-07 18:14:55.889],125244.1,0.7708,2116, 1.705V
[2025-08-07 18:14:55.892],125476.1,1.4355,2118, 1.707V
[2025-08-07 18:14:55.895],125708,1.2836,1767, 1.424V
[2025-08-07 18:14:55.900],125939.9,0.9623,2400, 1.934V
[2025-08-07 18:14:55.901],126171.9,1.5872,1662, 1.339V
[2025-08-07 18:14:55.904],126403.8,1.4282,2496, 2.011V
[2025-08-07 18:14:55.907],126635.7,1.9747,1726, 1.391V
[2025-08-07 18:14:55.909],126867.7,0.7919,2294, 1.849V
[2025-08-07 18:14:55.912],127099.6,2.3013,1924, 1.550V
[2025-08-07 18:14:55.915],127331.5,1.1471,1956, 1.576V
[2025-08-07 18:14:55.918],127563.5,4.2539,2244, 1.808V
[2025-08-07 18:14:55.922],127795.4,2.0776,1686, 1.359V
[2025-08-07 18:14:55.925],128027.3,3.8935,2471, 1.991V
[2025-08-07 18:14:55.927],128259.3,5.1659,1684, 1.357V
[2025-08-07 18:14:55.930],128491.2,3.1652,2407, 1.940V
[2025-08-07 18:14:55.932],128723.1,9.9507,1809, 1.458V
[2025-08-07 18:14:55.935],128955.1,2.276,2132, 1.718V
[2025-08-07 18:14:55.938],129187,0.5363,2078, 1.675V
[2025-08-07 18:14:55.941],129418.9,8.6977,1799, 1.450V
[2025-08-07 18:14:55.945],129650.9,0.3092,2375, 1.914V
[2025-08-07 18:14:55.948],129882.8,1.6047,1671, 1.347V
[2025-08-07 18:14:55.951],130114.8,2.8301,2484, 2.002V
[2025-08-07 18:14:55.953],130346.7,1.1069,1719, 1.385V
[2025-08-07 18:14:55.956],130578.6,2.7634,2311, 1.862V
[2025-08-07 18:14:55.958],130810.5,0.7607,1911, 1.540V
[2025-08-07 18:14:55.961],131042.5,1.4453,1988, 1.602V
[2025-08-07 18:14:55.964],131274.4,4.7088,2212, 1.783V
[2025-08-07 18:14:55.967],131506.3,1.1128,1696, 1.367V
[2025-08-07 18:14:55.971],131738.3,2.3938,2463, 1.985V
[2025-08-07 18:14:55.974],131970.2,2.6598,1668, 1.344V
[2025-08-07 18:14:55.976],132202.2,1.4792,2455, 1.978V
[2025-08-07 18:14:55.980],132434.1,0.9472,1783, 1.437V
[2025-08-07 18:14:55.983],132666,2.5079,2199, 1.772V
[2025-08-07 18:14:55.985],132898,1.8367,2006, 1.617V
[2025-08-07 18:14:55.988],133129.9,1.7941,1879, 1.514V
[2025-08-07 18:14:55.991],133361.8,1.4335,2279, 1.837V
[2025-08-07 18:14:55.994],133593.8,1.5298,1687, 1.359V
[2025-08-07 18:14:55.997],133825.7,1.2595,2455, 1.978V
[2025-08-07 18:14:56.000],134057.6,0.8557,1702, 1.372V
[2025-08-07 18:14:56.003],134289.5,3.8203,2352, 1.895V
[2025-08-07 18:14:56.005],134521.5,2.198,1862, 1.501V
[2025-08-07 18:14:56.008],134753.4,1.3804,2078, 1.675V
[2025-08-07 18:14:56.011],134985.3,3.0797,2134, 1.720V
[2025-08-07 18:14:56.014],135217.3,1.4504,1780, 1.434V
[2025-08-07 18:14:56.017],135449.2,2.175,2375, 1.914V
[2025-08-07 18:14:56.020],135681.2,2.8129,1700, 1.370V
[2025-08-07 18:14:56.022],135913.1,0.6207,2404, 1.937V
[2025-08-07 18:14:56.025],136145,0.946,1799, 1.450V
[2025-08-07 18:14:56.028],136377,0.3732,2167, 1.746V
[2025-08-07 18:14:56.031],136608.9,1.1809,2039, 1.643V
[2025-08-07 18:14:56.034],136840.8,1.4506,1876, 1.512V
[2025-08-07 18:14:56.036],137072.8,1.5711,2326, 1.874V
[2025-08-07 18:14:56.040],137304.7,1.8248,1692, 1.364V
[2025-08-07 18:14:56.043],137536.6,2.0131,2420, 1.950V
[2025-08-07 18:14:56.046],137768.6,1.2568,1751, 1.411V
[2025-08-07 18:14:56.049],138000.5,0.3239,2260, 1.821V
[2025-08-07 18:14:56.052],138232.4,0.8115,1959, 1.579V
[2025-08-07 18:14:56.054],138464.4,1.8864,1959, 1.579V
[2025-08-07 18:14:56.057],138696.3,1.2618,2240, 1.805V
[2025-08-07 18:14:56.060],138928.2,2.0407,1734, 1.397V
[2025-08-07 18:14:56.063],139160.2,0.359,2407, 1.940V
[2025-08-07 18:14:56.066],139392.1,0.9367,1719, 1.385V
[2025-08-07 18:14:56.069],139624,4.1311,2336, 1.882V
[2025-08-07 18:14:56.072],139856,2.6151,1888, 1.521V
[2025-08-07 18:14:56.075],140087.9,4.29,2068, 1.667V
[2025-08-07 18:14:56.077],140319.8,3.6411,2151, 1.733V
[2025-08-07 18:14:56.080],140551.8,2.6872,1780, 1.434V
[2025-08-07 18:14:56.083],140783.7,6.0046,2372, 1.912V
[2025-08-07 18:14:56.086],141015.6,2.3424,1719, 1.385V
[2025-08-07 18:14:56.088],141247.6,1.0026,2327, 1.875V
[2025-08-07 18:14:56.092],141479.5,4.0906,1863, 1.501V
[2025-08-07 18:14:56.095],141711.4,0.336,2071, 1.669V
[2025-08-07 18:14:56.098],141943.4,1.0091,2135, 1.721V
[2025-08-07 18:14:56.100],142175.3,0.2504,1796, 1.447V
[2025-08-07 18:14:56.103],142407.2,0.4055,2359, 1.901V
[2025-08-07 18:14:56.106],142639.2,2.1421,1719, 1.385V
[2025-08-07 18:14:56.109],142871.1,0.8084,2359, 1.901V
[2025-08-07 18:14:56.112],143103,0.331,1828, 1.473V
[2025-08-07 18:14:56.115],143335,2.3709,2134, 1.720V
[2025-08-07 18:14:56.117],143566.9,1.1756,2087, 1.682V
[2025-08-07 18:14:56.120],143798.8,0.8047,1863, 1.501V
[2025-08-07 18:14:56.123],144030.8,1.4436,2304, 1.857V
[2025-08-07 18:14:56.126],144262.7,1.2424,1711, 1.379V
[2025-08-07 18:14:56.130],144494.6,0.2316,2400, 1.934V
[2025-08-07 18:14:56.132],144726.6,1.017,1767, 1.424V
[2025-08-07 18:14:56.135],144958.5,0.275,2256, 1.818V
[2025-08-07 18:14:56.138],145190.4,1.7403,1972, 1.589V
[2025-08-07 18:14:56.141],145422.4,1.7731,1984, 1.599V
[2025-08-07 18:14:56.143],145654.3,1.121,2215, 1.785V
[2025-08-07 18:14:56.147],145886.2,1.5007,1751, 1.411V
[2025-08-07 18:14:56.150],146118.2,1.2175,2400, 1.934V
[2025-08-07 18:14:56.152],146350.1,0.9174,1726, 1.391V
[2025-08-07 18:14:56.155],146582,1.0542,2343, 1.888V
[2025-08-07 18:14:56.158],146814,0.3887,1871, 1.508V
[2025-08-07 18:14:56.161],147045.9,0.799,2103, 1.695V
[2025-08-07 18:14:56.164],147277.8,0.6105,2103, 1.695V
[2025-08-07 18:14:56.166],147509.8,0.4544,1831, 1.476V
[2025-08-07 18:14:56.169],147741.7,1.1201,2343, 1.888V
[2025-08-07 18:14:56.172],147973.6,1.1173,1696, 1.367V
[2025-08-07 18:14:56.175],148205.6,1.4483,2404, 1.937V
[2025-08-07 18:14:56.178],148437.5,0.4722,1780, 1.434V
[2025-08-07 18:14:56.181],148669.4,0.8942,2231, 1.798V
[2025-08-07 18:14:56.184],148901.4,1.6594,1988, 1.602V
[2025-08-07 18:14:56.186],149133.3,0.4128,1967, 1.585V
[2025-08-07 18:14:56.189],149365.2,1.1099,2224, 1.792V
[2025-08-07 18:14:56.192],149597.2,1.5641,1719, 1.385V
[2025-08-07 18:14:56.195],149829.1,1.6245,2422, 1.952V
[2025-08-07 18:14:56.198],150061,0.3665,1700, 1.370V
[2025-08-07 18:14:56.201],150293,1.9155,2384, 1.921V
[2025-08-07 18:14:56.204],150524.9,1.2029,1815, 1.463V
[2025-08-07 18:14:56.207],150756.8,1.5797,2144, 1.728V
[2025-08-07 18:14:56.210],150988.8,3.537,2055, 1.656V
[2025-08-07 18:14:56.213],151220.7,0.9184,1860, 1.499V
[2025-08-07 18:14:56.215],151452.6,0.9168,2308, 1.860V
[2025-08-07 18:14:56.218],151684.6,3.1905,1686, 1.359V
[2025-08-07 18:14:56.221],151916.5,1.7877,2416, 1.947V
[2025-08-07 18:14:56.224],152148.4,2.8244,1732, 1.396V
[2025-08-07 18:14:56.227],152380.4,0.9853,2292, 1.847V
[2025-08-07 18:14:56.230],152612.3,0.7734,1895, 1.527V
[2025-08-07 18:14:56.233],152844.2,1.4278,2039, 1.643V
[2025-08-07 18:14:56.236],153076.2,0.7723,2144, 1.728V
[2025-08-07 18:14:56.238],153308.1,1.4455,1783, 1.437V
[2025-08-07 18:14:56.241],153540,1.3291,2343, 1.888V
[2025-08-07 18:14:56.244],153772,0.7447,1719, 1.385V
[2025-08-07 18:14:56.247],154003.9,1.8463,2359, 1.901V
[2025-08-07 18:14:56.250],154235.8,0.8563,1815, 1.463V
[2025-08-07 18:14:56.253],154467.8,0.3046,2134, 1.720V
[2025-08-07 18:14:56.256],154699.7,2.0663,2055, 1.656V
[2025-08-07 18:14:56.259],154931.6,1.2279,1847, 1.488V
[2025-08-07 18:14:56.262],155163.6,0.6651,2311, 1.862V
[2025-08-07 18:14:56.265],155395.5,1.197,1703, 1.372V
[2025-08-07 18:14:56.267],155627.4,0.6043,2375, 1.914V
[2025-08-07 18:14:56.270],155859.4,0.506,1776, 1.431V
[2025-08-07 18:14:56.273],156091.3,1.6482,2214, 1.784V
[2025-08-07 18:14:56.276],156323.2,0.2423,1991, 1.604V
[2025-08-07 18:14:56.279],156555.2,0.9827,1927, 1.553V
[2025-08-07 18:14:56.281],156787.1,1.7574,2247, 1.811V
[2025-08-07 18:14:56.285],157019,0.8856,1735, 1.398V
[2025-08-07 18:14:56.288],157251,1.5493,2384, 1.921V
[2025-08-07 18:14:56.291],157482.9,1.9664,1732, 1.396V
[2025-08-07 18:14:56.293],157714.8,1.0653,2311, 1.862V
[2025-08-07 18:14:56.296],157946.8,0.9096,1863, 1.501V
[2025-08-07 18:14:56.299],158178.7,0.9266,2071, 1.669V
[2025-08-07 18:14:56.302],158410.6,0.8976,2118, 1.707V
[2025-08-07 18:14:56.305],158642.6,0.3567,1824, 1.470V
[2025-08-07 18:14:56.308],158874.5,0.2925,2295, 1.849V
[2025-08-07 18:14:56.311],159106.4,0.434,1735, 1.398V
[2025-08-07 18:14:56.314],159338.4,1.3753,2311, 1.862V
[2025-08-07 18:14:56.316],159570.3,0.4351,1815, 1.463V
[2025-08-07 18:14:56.319],159802.2,0.7117,2119, 1.708V
[2025-08-07 18:14:56.322],160034.2,0.7901,2047, 1.650V
[2025-08-07 18:14:56.325],160266.1,0.6949,1876, 1.512V
[2025-08-07 18:14:56.328],160498,0.3959,2262, 1.823V
[2025-08-07 18:14:56.331],160730,0.6427,1782, 1.436V
[2025-08-07 18:14:56.334],160961.9,0.9242,2240, 1.805V
[2025-08-07 18:14:56.337],161193.8,0.9425,1895, 1.527V
[2025-08-07 18:14:56.340],161425.8,0.5607,2068, 1.667V
[2025-08-07 18:14:56.342],161657.7,0.7224,2087, 1.682V
[2025-08-07 18:14:56.345],161889.7,1.2321,1879, 1.514V
[2025-08-07 18:14:56.348],162121.6,0.5567,2231, 1.798V
[2025-08-07 18:14:56.351],162353.5,1.8093,1830, 1.475V
[2025-08-07 18:14:56.354],162585.5,0.2919,2231, 1.798V
[2025-08-07 18:14:56.357],162817.4,0.252,1911, 1.540V
[2025-08-07 18:14:56.360],163049.3,2.1921,2084, 1.679V
[2025-08-07 18:14:56.363],163281.2,1.182,2068, 1.667V
[2025-08-07 18:14:56.365],163513.2,1.279,1926, 1.552V
[2025-08-07 18:14:56.368],163745.1,0.7564,2215, 1.785V
[2025-08-07 18:14:56.371],163977,0.6667,1825, 1.471V
[2025-08-07 18:14:56.374],164209,1.2226,2272, 1.831V
[2025-08-07 18:14:56.377],164440.9,0.8405,1831, 1.476V
[2025-08-07 18:14:56.380],164672.8,0.3801,2183, 1.759V
[2025-08-07 18:14:56.383],164904.8,0.3226,1988, 1.602V
[2025-08-07 18:14:56.386],165136.7,0.6033,2004, 1.615V
[2025-08-07 18:14:56.389],165368.7,1.3295,2151, 1.733V
[2025-08-07 18:14:56.391],165600.6,0.7554,1844, 1.486V
[2025-08-07 18:14:56.394],165832.5,0.5622,2279, 1.837V
[2025-08-07 18:14:56.397],166064.5,1.147,1814, 1.462V
[2025-08-07 18:14:56.400],166296.4,0.7087,2247, 1.811V
[2025-08-07 18:14:56.403],166528.3,0.6302,1920, 1.547V
[2025-08-07 18:14:56.406],166760.2,0.4207,2087, 1.682V
[2025-08-07 18:14:56.409],166992.2,1.1593,2084, 1.679V
[2025-08-07 18:14:56.412],167224.1,0.4661,1911, 1.540V
[2025-08-07 18:14:56.415],167456.1,1.1887,2231, 1.798V
[2025-08-07 18:14:56.418],167688,0.4878,1812, 1.460V
[2025-08-07 18:14:56.420],167919.9,0.6445,2288, 1.844V
[2025-08-07 18:14:56.423],168151.9,0.9299,1831, 1.476V
[2025-08-07 18:14:56.426],168383.8,0.2488,2183, 1.759V
[2025-08-07 18:14:56.429],168615.7,1.1653,1972, 1.589V
[2025-08-07 18:14:56.432],168847.7,0.8483,2016, 1.625V
[2025-08-07 18:14:56.434],169079.6,0.5491,2164, 1.744V
[2025-08-07 18:14:56.438],169311.5,0.6267,1840, 1.483V
[2025-08-07 18:14:56.441],169543.5,0.3297,2308, 1.860V
[2025-08-07 18:14:56.443],169775.4,0.3597,1776, 1.431V
[2025-08-07 18:14:56.446],170007.3,0.2776,2295, 1.849V
[2025-08-07 18:14:56.449],170239.2,0.2424,1876, 1.512V
[2025-08-07 18:14:56.452],170471.2,0.4158,2119, 1.708V
[2025-08-07 18:14:56.455],170703.1,0.4628,2055, 1.656V
[2025-08-07 18:14:56.458],170935.1,0.6145,1911, 1.540V
[2025-08-07 18:14:56.461],171167,0.2074,2231, 1.798V
[2025-08-07 18:14:56.464],171398.9,0.629,1783, 1.437V
[2025-08-07 18:14:56.466],171630.9,1.0383,2311, 1.862V
[2025-08-07 18:14:56.469],171862.8,0.6476,1815, 1.463V
[2025-08-07 18:14:56.472],172094.7,0.3819,2199, 1.772V
[2025-08-07 18:14:56.474],172326.7,0.6157,1968, 1.586V
[2025-08-07 18:14:56.477],172558.6,0.4063,1999, 1.611V
[2025-08-07 18:14:56.480],172790.5,0.5755,2167, 1.746V
[2025-08-07 18:14:56.483],173022.5,0.5234,1792, 1.444V
[2025-08-07 18:14:56.487],173254.4,1.0077,2310, 1.862V
[2025-08-07 18:14:56.489],173486.3,0.7848,1790, 1.442V
[2025-08-07 18:14:56.492],173718.3,0.7812,2272, 1.831V
[2025-08-07 18:14:56.495],173950.2,0.6315,1895, 1.527V
[2025-08-07 18:14:56.498],174182.1,0.2857,2047, 1.650V
[2025-08-07 18:14:56.501],174414.1,0.6837,2135, 1.721V
[2025-08-07 18:14:56.504],174646,0.5061,1828, 1.473V
[2025-08-07 18:14:56.507],174877.9,1.0691,2327, 1.875V
[2025-08-07 18:14:56.509],175109.9,0.3876,1759, 1.418V
[2025-08-07 18:14:56.512],175341.8,0.4573,2326, 1.874V
[2025-08-07 18:14:56.515],175573.7,0.6584,1871, 1.508V
[2025-08-07 18:14:56.518],175805.7,0.1905,2119, 1.708V
[2025-08-07 18:14:56.521],176037.6,0.1987,2071, 1.669V
[2025-08-07 18:14:56.523],176269.5,0.1563,1878, 1.513V
[2025-08-07 18:14:56.526],176501.5,0.4818,2276, 1.834V
[2025-08-07 18:14:56.529],176733.4,0.6433,1745, 1.406V
[2025-08-07 18:14:56.532],176965.3,0.3186,2340, 1.886V
[2025-08-07 18:14:56.536],177197.3,1.0024,1809, 1.458V
[2025-08-07 18:14:56.539],177429.2,0.0657,2199, 1.772V
[2025-08-07 18:14:56.541],177661.1,0.5333,1975, 1.592V
[2025-08-07 18:14:56.544],177893.1,0.6869,1988, 1.602V
[2025-08-07 18:14:56.547],178125,0.2386,2167, 1.746V
[2025-08-07 18:14:56.549],178356.9,0.6,1814, 1.462V
[2025-08-07 18:14:56.552],178588.9,0.1974,2288, 1.844V
[2025-08-07 18:14:56.555],178820.8,0.8612,1822, 1.468V
[2025-08-07 18:14:56.559],179052.7,0.8288,2183, 1.759V
[2025-08-07 18:14:56.562],179284.7,0.3417,1988, 1.602V
[2025-08-07 18:14:56.565],179516.6,1.0464,1990, 1.604V
[2025-08-07 18:14:56.567],179748.5,0.2907,2180, 1.757V
[2025-08-07 18:14:56.569],179980.5,0.9608,1852, 1.492V
[2025-08-07 18:14:56.573],180212.4,0.0957,2230, 1.797V
[2025-08-07 18:14:56.575],180444.3,0.2796,1879, 1.514V
[2025-08-07 18:14:56.578],180676.3,0.5401,2134, 1.720V
[2025-08-07 18:14:56.581],180908.2,0.3918,2039, 1.643V
[2025-08-07 18:14:56.584],181140.1,0.5511,1959, 1.579V
[2025-08-07 18:14:56.588],181372.1,0.3479,2176, 1.754V
[2025-08-07 18:14:56.590],181604,0.1887,1863, 1.501V
[2025-08-07 18:14:56.593],181835.9,1.2471,2244, 1.808V
[2025-08-07 18:14:56.596],182067.9,0.6146,1863, 1.501V
[2025-08-07 18:14:56.598],182299.8,0.6868,2167, 1.746V
[2025-08-07 18:14:56.601],182531.7,0.4155,1956, 1.576V
[2025-08-07 18:14:56.604],182763.7,0.8153,2047, 1.650V
[2025-08-07 18:14:56.607],182995.6,0.5274,2087, 1.682V
[2025-08-07 18:14:56.611],183227.5,0.5133,1911, 1.540V
[2025-08-07 18:14:56.613],183459.5,0.5747,2212, 1.783V
[2025-08-07 18:14:56.616],183691.4,0.4996,1844, 1.486V
[2025-08-07 18:14:56.619],183923.3,0.6573,2212, 1.783V
[2025-08-07 18:14:56.621],184155.3,0.0817,1888, 1.521V
[2025-08-07 18:14:56.624],184387.2,0.1962,2096, 1.689V
[2025-08-07 18:14:56.627],184619.1,1.0756,2071, 1.669V
[2025-08-07 18:14:56.630],184851.1,0.616,1943, 1.566V
[2025-08-07 18:14:56.634],185083,0.8125,2183, 1.759V
[2025-08-07 18:14:56.637],185314.9,0.7505,1847, 1.488V
[2025-08-07 18:14:56.640],185546.9,0.6403,2215, 1.785V
[2025-08-07 18:14:56.642],185778.8,1.0177,1908, 1.538V
[2025-08-07 18:14:56.645],186010.8,0.2877,2103, 1.695V
[2025-08-07 18:14:56.647],186242.7,0.2614,2039, 1.643V
[2025-08-07 18:14:56.650],186474.6,0.704,1982, 1.597V
[2025-08-07 18:14:56.653],186706.5,0.2264,2180, 1.757V
[2025-08-07 18:14:56.656],186938.5,0.2645,1873, 1.509V
[2025-08-07 18:14:56.659],187170.4,0.2896,2244, 1.808V
[2025-08-07 18:14:56.663],187402.3,0.2625,1855, 1.495V
[2025-08-07 18:14:56.666],187634.3,0.1913,2199, 1.772V
[2025-08-07 18:14:56.668],187866.2,0.5487,1972, 1.589V
[2025-08-07 18:14:56.671],188098.1,0.2427,2036, 1.641V
[2025-08-07 18:14:56.673],188330.1,0.4811,2127, 1.714V
[2025-08-07 18:14:56.676],188562,0.117,1863, 1.501V
[2025-08-07 18:14:56.679],188793.9,0.4375,2279, 1.837V
[2025-08-07 18:14:56.682],189025.9,0.4373,1764, 1.422V
[2025-08-07 18:14:56.686],189257.8,0.3952,2311, 1.862V
[2025-08-07 18:14:56.688],189489.8,0.2067,1840, 1.483V
[2025-08-07 18:14:56.691],189721.7,0.8504,2167, 1.746V
[2025-08-07 18:14:56.694],189953.6,0.3103,2023, 1.630V
[2025-08-07 18:14:56.697],190185.5,0.5149,1940, 1.563V
[2025-08-07 18:14:56.700],190417.5,0.7891,2215, 1.785V
[2025-08-07 18:14:56.703],190649.4,0.6203,1780, 1.434V
[2025-08-07 18:14:56.706],190881.3,0.4489,2327, 1.875V
[2025-08-07 18:14:56.708],191113.3,0.3372,1777, 1.432V
[2025-08-07 18:14:56.711],191345.2,0.5443,2260, 1.821V
[2025-08-07 18:14:56.714],191577.2,0.9471,1908, 1.538V
[2025-08-07 18:14:56.717],191809.1,0.2985,2071, 1.669V
[2025-08-07 18:14:56.721],192041,0.5295,2096, 1.689V
[2025-08-07 18:14:56.723],192273,0.7721,1863, 1.501V
[2025-08-07 18:14:56.727],192504.9,0.3877,2263, 1.824V
[2025-08-07 18:14:56.730],192736.8,0.7415,1767, 1.424V
[2025-08-07 18:14:56.733],192968.8,0.1823,2311, 1.862V
[2025-08-07 18:14:56.735],193200.7,0.9789,1840, 1.483V
[2025-08-07 18:14:56.738],193432.6,1.1786,2144, 1.728V
[2025-08-07 18:14:56.741],193664.5,1.1093,2047, 1.650V
[2025-08-07 18:14:56.744],193896.5,1.4943,1892, 1.525V
[2025-08-07 18:14:56.747],194128.4,0.2427,2279, 1.837V
[2025-08-07 18:14:56.750],194360.3,0.3122,1734, 1.397V
[2025-08-07 18:14:56.752],194592.3,1.0102,2356, 1.899V
[2025-08-07 18:14:56.755],194824.2,0.3894,1799, 1.450V
[2025-08-07 18:14:56.758],195056.2,0.3995,2199, 1.772V
[2025-08-07 18:14:56.761],195288.1,0.8586,2020, 1.628V
[2025-08-07 18:14:56.764],195520,0.1858,1926, 1.552V
[2025-08-07 18:14:56.766],195752,0.665,2263, 1.824V
[2025-08-07 18:14:56.769],195983.9,0.5785,1735, 1.398V
[2025-08-07 18:14:56.772],196215.8,1.23,2391, 1.927V
[2025-08-07 18:14:56.775],196447.8,1.058,1748, 1.409V
[2025-08-07 18:14:56.778],196679.7,0.1344,2295, 1.849V
[2025-08-07 18:14:56.781],196911.6,0.9585,1908, 1.538V
[2025-08-07 18:14:56.783],197143.6,0.454,2047, 1.650V
[2025-08-07 18:14:56.786],197375.5,0.3215,2151, 1.733V
[2025-08-07 18:14:56.789],197607.4,0.5795,1799, 1.450V
[2025-08-07 18:14:56.792],197839.4,0.7769,2343, 1.888V
[2025-08-07 18:14:56.795],198071.3,0.066,1719, 1.385V
[2025-08-07 18:14:56.798],198303.2,0.6511,2340, 1.886V
[2025-08-07 18:14:56.801],198535.2,0.55,1830, 1.475V
[2025-08-07 18:14:56.804],198767.1,0.8539,2135, 1.721V
[2025-08-07 18:14:56.806],198999,0.8791,2033, 1.638V
[2025-08-07 18:14:56.809],199231,0.4233,1924, 1.550V
[2025-08-07 18:14:56.812],199462.9,0.4589,2215, 1.785V
[2025-08-07 18:14:56.815],199694.8,0.6904,1830, 1.475V
[2025-08-07 18:14:56.818],199926.8,0.9823,2244, 1.808V
[2025-08-07 18:14:56.820],200158.7,0.2103,1879, 1.514V
[2025-08-07 18:14:56.824],200390.6,0.7722,2144, 1.728V
[2025-08-07 18:14:56.827],200622.6,0.388,1991, 1.604V
[2025-08-07 18:14:56.830],200854.5,0.6909,2007, 1.617V
[2025-08-07 18:14:56.832],201086.4,0.8098,2102, 1.694V
[2025-08-07 18:14:56.835],201318.4,0.748,1927, 1.553V
[2025-08-07 18:14:56.838],201550.3,0.3811,2144, 1.728V
[2025-08-07 18:14:56.841],201782.2,0.2983,1942, 1.565V
[2025-08-07 18:14:56.844],202014.2,0.141,2116, 1.705V
[2025-08-07 18:14:56.847],202246.1,0.5919,1974, 1.591V
[2025-08-07 18:14:56.850],202478,0.5613,2039, 1.643V
[2025-08-07 18:14:56.853],202710,0.1792,2068, 1.667V
[2025-08-07 18:14:56.856],202941.9,0.2522,1943, 1.566V
[2025-08-07 18:14:56.858],203173.8,0.4628,2128, 1.715V
[2025-08-07 18:14:56.861],203405.8,0.868,1940, 1.563V
[2025-08-07 18:14:56.864],203637.7,0.5272,2119, 1.708V
[2025-08-07 18:14:56.867],203869.6,0.7515,1968, 1.586V
[2025-08-07 18:14:56.870],204101.6,0.4773,2038, 1.642V
[2025-08-07 18:14:56.873],204333.5,0.3644,2071, 1.669V
[2025-08-07 18:14:56.876],204565.4,0.1992,1940, 1.563V
[2025-08-07 18:14:56.879],204797.4,0.9512,2151, 1.733V
[2025-08-07 18:14:56.882],205029.3,0.8255,1927, 1.553V
[2025-08-07 18:14:56.884],205261.2,0.603,2144, 1.728V
[2025-08-07 18:14:56.887],205493.2,0.8552,1959, 1.579V
[2025-08-07 18:14:56.890],205725.1,0.3962,2047, 1.650V
[2025-08-07 18:14:56.893],205957,0.4923,2039, 1.643V
[2025-08-07 18:14:56.896],206189,1.0647,1959, 1.579V
[2025-08-07 18:14:56.899],206420.9,0.3989,2119, 1.708V
[2025-08-07 18:14:56.902],206652.8,0.1425,1911, 1.540V
[2025-08-07 18:14:56.904],206884.8,0.2184,2151, 1.733V
[2025-08-07 18:14:56.907],207116.7,0.529,1926, 1.552V
[2025-08-07 18:14:56.910],207348.6,0.4721,2119, 1.708V
[2025-08-07 18:14:56.913],207580.6,0.232,1991, 1.604V
[2025-08-07 18:14:56.915],207812.5,0.5834,1999, 1.611V
[2025-08-07 18:14:56.919],208044.4,0.4849,2128, 1.715V
[2025-08-07 18:14:56.922],208276.4,0.187,1892, 1.525V
[2025-08-07 18:14:56.924],208508.3,0.9308,2199, 1.772V
[2025-08-07 18:14:56.927],208740.2,0.4009,1863, 1.501V
[2025-08-07 18:14:56.931],208972.2,0.5828,2167, 1.746V
[2025-08-07 18:14:56.933],209204.1,0.4707,1959, 1.579V
[2025-08-07 18:14:56.936],209436,0.3387,2055, 1.656V
[2025-08-07 18:14:56.939],209668,0.3191,2111, 1.701V
[2025-08-07 18:14:56.942],209899.9,0.4518,1892, 1.525V
[2025-08-07 18:14:56.945],210131.8,0.3463,2231, 1.798V
[2025-08-07 18:14:56.948],210363.8,0.298,1844, 1.486V
[2025-08-07 18:14:56.951],210595.7,0.8574,2247, 1.811V
[2025-08-07 18:14:56.954],210827.6,0.4929,1911, 1.540V
[2025-08-07 18:14:56.956],211059.6,0.3175,2103, 1.695V
[2025-08-07 18:14:56.959],211291.5,0.924,2071, 1.669V
[2025-08-07 18:14:56.962],211523.4,0.2441,1918, 1.546V
[2025-08-07 18:14:56.965],211755.4,0.6616,2247, 1.811V
[2025-08-07 18:14:56.968],211987.3,1.1682,1792, 1.444V
